"Metric Subcategory ID","Category","Subcategory","Description","Keywords","# Protocols","Subcategory Foci","Most Recent Commenter","Count of Comments/Replies"
"375","Plankton","Food Web Interaction:  Plankton","Plankton species' diet and prey species composition and abundance as an indicator of trophic and food web relationships.","phytoplankton, zooplankton, bacterioplankton, predation, stomach contents, gut fluorescence, stable isotopes, competition, intraspecific, interspecific, capture","1",,"&lt;none&gt;","0 comments, 0 replies"
"376","Plankton","Foraging Success:  Plankton","Index of food consumption habits of planktonic species.","diet, gut fluorescence, stable isotopes, stomach contents, phytoplankton, zooplankton, bacterioplankton, predation, prey, composition, competition, capture","0",,"&lt;none&gt;","0 comments, 0 replies"
"377","Plankton","Genetics:  Plankton Diversity, Fitness or Variation","Genetic characterization (via DNA microsatellites) describes lineage and within- and between-population genetic variability.","genotyping, GSI, biodiversity, alleles, PCR, loci, sequencing, intraspecific, interspecific, phytoplankton, zooplankton, bacterioplankton","0",,"&lt;none&gt;","0 comments, 0 replies"
"378","Plankton","Growth Rate:  Plankton","The length or amount of weight gained or lost on a planktonic individual or species life stage per unit time.","mass, change, bioenergetics, bio-energetics, metabolism, daily, average, metabolic, centrifugation, length-weight, regression, scale, microscope, phytoplankton, zooplankton, bacterioplankton","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"365","Plankton","Abundance of Invasive Plankton Species","The number (count) of individual plankton by species within a particular life stage that are present within a specified area that are not native or have expanded their presence beyond normal conditions within a specified area.","planktonic, population size, distribution, estimate, surveys, sampling, netting, counting chamber, splitter, phytoplankton, zooplankton, bacterioplankton, eggs, alien, larvae, non-native, non-indigenous, exotic, introduced, nonnative","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"395","Plankton","Presence/Absence: Plankton","Identification of planktonic species presence or absence in an area of observation.","present, absent, occurrence, distribution, surveys, sampling, netting, counting chamber, splitter, phytoplankton, zooplankton, bacterioplankton","0",,"&lt;none&gt;","0 comments, 0 replies"
"420","Plankton","Species Type: Plankton","The type of individual plankton species observed, where species may range from species to a specific race.","subspecies, monotypic, hybrids, identification, phytoplankton, zooplankton, bacterioplankton","2",,"&lt;none&gt;","0 comments, 0 replies"
"415","Plankton","Length: Plankton Species","The length of a planktonic species at a specified life stage.","phytoplankton, zooplankton, bacterioplankton, microscope, ruler","6",,"&lt;none&gt;","0 comments, 0 replies"
"421","Reptiles","Species Type: Reptiles","The type of individual reptile species observed, where species may range from species to a specific race.","turtle, lizard, snake, herptiles, tortoises, subspecies, monotypic, hybrids, identification","0",,"&lt;none&gt;","0 comments, 0 replies"
"406","Reptiles","Prey Indices for Reptiles","Rating of abundance of prey species.","turtle, lizard, snake, herptiles, tortoises, food, diet, stomach contents, fecal samples, stable isotopes","0",,"&lt;none&gt;","0 comments, 0 replies"
"412","Reptiles","Sex Ratio: Reptiles","The ratio of males to females within the species aggregate.","turtle, lizard, snake, herptiles, tortoises, gender, demography","0",,"&lt;none&gt;","0 comments, 0 replies"
"396","Reptiles","Presence/Absence: Reptiles","Identification of reptilian species presence or absence in an area of observation.","turtle, lizard, snake, herptiles, tortoises, present, absent, occurrence, distribution, surveys, sampling, visual, netting, fencing, trapping, trawling, tagging","0",,"&lt;none&gt;","0 comments, 0 replies"
"401","Reptiles","Prey Availability for Reptile Species","Type and energy content of prey items.","turtle, lizard, snake, herptiles, tortoises, diet, mass, biomass, food, bioenergetics, kCal, calories, stomach contents, fecal samples, stable isotopes","0",,"&lt;none&gt;","0 comments, 0 replies"
"384","Reptiles","Mark Type and Quantity:  Reptiles","The act of placing a mark or tag on a reptilian species by quantity and tag type.","turtle, lizard, snake, herptiles, tortoises, eggs, larvae, juveniles, adults, mark-recapture, recapture, survival, retention, PIT, acoustic, harmonic, spaghetti, elastomer, VIE, radio, dye, clip, band","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"389","Reptiles","Migration Pathways: Reptiles","Characterizes the area or length of corridors by habitat type, where reptilian species life stages predominately are found migrating from place of origin.","turtle, lizard, snake, herptiles, tortoises, movement, barrier, PIT, radio, telemetry, transmitter, fences, traps, eggs, juveniles, larvae, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"366","Reptiles","Abundance of Invasive Reptile Species","The number (count) of individual reptiles by species within a particular life stage that are present within a specified area that are not native or have expanded their presence beyond normal conditions within a specified area.","turtle, lizard, snake, herptiles, population size, distribution, estimate, surveys, sampling, visual, netting, fencing, trapping, trawling, tagging, tortoises, alien, eggs, larvae, juveniles, adults, non-native, non-indigenous, exotic, introduced, nonnative","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"352","Reptiles","Index of Biotic Integrity:  Reptiles","The Index of Biotic Integrity (IBI) for reptilian species evaluates observed attributes to a relative standard.","turtle, lizard, snake, herptiles, multi-metric, multimetric, metrics, reference condition, biological indicators, tortoises","0",,"&lt;none&gt;","0 comments, 0 replies"
"347","Reptiles","Growth Rate:  Reptiles","The length or amount of weight gained or lost on a reptilian individual or species life stage per unit time.","mass, change, bioenergetics, bio-energetics, metabolism, daily, average, metabolic, turtle, lizard, snake, herptiles,  biomass, condition, tortoises, eggs, larvae, juveniles, adults, scale, calipers ","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"358","Reptiles","Length:  Reptile Species","The length of a reptilian species at a specified life stage.","turtle, lizard, snake, herptiles, tortoises, snout, vent, total, rulers, calipers, biometric, measurement, eggs, juveniles, larvae, adults","2",,"&lt;none&gt;","0 comments, 0 replies"
"446","Reptiles","Disease/Parasite Concentration: Reptiles","The percentage of a reptilian species or particular life stage infected by a parasite, disease, or virus.","turtle, lizard, snake, herptiles, pathogen, infection, rate, virulence, tortoises, salmonella, viral, bacterial, fungal, parasitic, eggs, larvae, juveniles, adults, salmonella, fibropapilloma","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"427","Reptiles","Productivity: Reptiles","The productivity of a species within or between generations.","turtle, lizard, snake, herptiles, tortoises, recruit, production, survival, fecundity, reproduction, demography, count, survivorship, generation, mortality, predation, population viability analysis, eggs, juveniles, larvae, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"432","Reptiles","Timing of Life Stage: Reptiles","The time period a reptilian species life stage is present.","turtle, lizard, snake, herptiles, tortoises, days, months, years, demography, eggs, larvae, juveniles, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"465","Reptiles","Mark/Tag Recovery: Reptiles","The act of recovering a mark or tag on a reptilian species. ","tortoises, eggs, larvae, juveniles, adults, mark-recapture, marking, recapture, survival, retention, PIT, acoustic, harmonic, spaghetti, elastomer, VIE, radio, dye, clip, band, tags","0",,"&lt;none&gt;","0 comments, 0 replies"
"449","Reptiles","Tissue Sample:  Reptiles","The collection of a tissue or cells from reptilian species for analysis.","genetics, DNA, age, aging, blood, bone, muscle, digestive, skin, molecular, turtle, lizard, snake, herptiles, tortoises, shell, scutes, scales","0",,"&lt;none&gt;","0 comments, 0 replies"
"456","Reptiles","Weight: Reptiles","Measurement of the mass of reptiles, as individuals or of all species sampled in total.","biomass, scale, biometrics, turtle, lizard, snake, herptiles, tortoises","0",,"&lt;none&gt;","0 comments, 0 replies"
"489","Reptiles","Sex Type: Reptiles","The gender (male or female).","demography, eggs, larvae, juveniles, adults, turtle, lizard, snake, herptiles, tortoises","2","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"479","Reptiles","Mortality Rate: Reptiles","A measure of the number of reptilian individuals in a population that die per unit of time.","death, demography, population viability analysis, PVA, eggs, larvae, juveniles, adults, turtle, lizard, snake, herptiles, salamanders, tortoises","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"472","Reptiles","Mortality: Reptiles","A measure of the number of reptilian individuals in a population that die at a specific life stage.","death, demography, population viability analysis, PVA, eggs, larvae, juveniles, adults, turtle, lizard, snake, herptiles, salamanders, tortoises","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"502","Reptiles","Survival Rate: Reptiles","A measure of the number of reptilian individuals in a population that remain alive at a specific life stage or range, per unit time.","turtle, lizard, snake, herptiles, tortoises, count, survivorship, recruit, generation, mortality, demography, population viability analysis, PVA, eggs, juveniles, larvae, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"496","Reptiles","Survival: Reptiles","A measure of the number of reptilian individuals of a population that remain alive at a specific life stage or range.","count, survivorship, demography, recruits, mortality, population viability analysis, PVA, eggs, juveniles, larvae, adults, turtle, lizard, snake, herptiles, tortoises","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"509","Reptiles","Nests/Mating: Reptiles","Measurements of numbers of nests or of mating pairs.","reptilian, turtle, lizard, snake, herptiles, salamanders, tortoises, count, reproduction","0",,"&lt;none&gt;","0 comments, 0 replies"
"314","Reptiles","Diversity of Reptiles:  Change","Change in life history or genetic diversity of individual reptilian species by changes in abundance of specific species.","turtle, lizard, snake, herptiles, tortoises, biodiversity","0",,"&lt;none&gt;","0 comments, 0 replies"
"319","Reptiles","Predation Rate: Reptiles","The amount of predation on a reptilian species as a whole or on a particular life stage.","turtle, lizard, snake, herptiles, tortoises, eggs, larvae, juveniles, adults, prey, predators, mortality, number, count","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"320","Reptiles","ELISA Values:  Reptiles","Enzyme-Linked-Immunosorbent Serologic Assay: An assay that relies on an enzymatic conversion reaction and is used to detect the presence of specific substances (such as enzymes, viruses, antibodies, or bacteria).","turtle, lizard, snake, herptiles, BKD, incidence, enzyme, immunosorbent, tortoises","0",,"&lt;none&gt;","0 comments, 0 replies"
"307","Reptiles","Distribution of Reptile Species","Spatial arrangement of reptilian species or life stage within a population’s range by habitat. Distribution also captures the geographic range of individuals within a specified area, e.g., watershed or basin.","turtle, lizard, snake, herptiles, clumped, random, even, GIS, tortoises","0",,"&lt;none&gt;","0 comments, 0 replies"
"325","Reptiles","Fecundity:  Reptiles","Fecundity is the number of eggs produced by a mature adult female.  ","productivity, age, offspring, turtle, lizard, snake, herptiles, reproduction, demography, count, population viability analysis, PVA, tortoises","0",,"&lt;none&gt;","0 comments, 0 replies"
"330","Reptiles","Food Web Interaction:  Reptiles","Reptile species' diet and prey species composition and abundance as an indicator of trophic and food web relationships.","competition, intraspecific, interspecific, capture, turtle, lizard, snake, herptiles, tortoises, predation, stomach contents, fecal samples, stable isotopes","0",,"&lt;none&gt;","0 comments, 0 replies"
"335","Reptiles","Foraging Success:  Reptiles","Index of food consumption habits of reptilian species.","prey, composition, competition, capture, success, stomach contents, turtle, lizard, snake, herptiles, diet, fecal sample, stable isotopes, predation, tortoises","0",,"&lt;none&gt;","0 comments, 0 replies"
"341","Reptiles","Genetics:  Reptilian Diversity, Fitness, or Variation","Genetic characterization (via DNA microsatellites) describes lineage and within- and between-population genetic variability.","genotyping, GSI, turtle, lizard, snake, herptiles, biodiversity, alleles, PCR, loci, sequencing, intraspecific, interspecific, tortoises","0",,"&lt;none&gt;","0 comments, 0 replies"
"262","Reptiles","Age Structure:  Reptiles","Age composition of the reptile species used to represent a proportion for a specific life stage. ","turtle, lizard, snake, herptiles, absolute, cohort, generation, years, tortoises, mark-recapture, skeletochronology, bone layers, eggs, larvae, juveniles, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"276","Reptiles","Carrying Capacity:  Reptiles","The population size of the reptile species that the environment can sustain in the long term, given the food, habitat, water, and other necessities available in the environment.","K, number, abundance, count, intrinsic potential, turtle, lizard, snake, herptiles, equilibrium, tortoises","0",,"&lt;none&gt;","0 comments, 0 replies"
"270","Reptiles","Body Temperature:  Reptiles","Measurement of reptilian body temperature in Celsius or Fahrenheit.","turtle, lizard, snake, herptiles, tortoises, thermometer, infrared, biometric, thermistor","0",,"&lt;none&gt;","0 comments, 0 replies"
"301","Reptiles","Diet: Reptiles","The identification of food consumed by reptiles by type and/or mass.","turtle, lizard, snake, herptiles, prey, stomach contents, fecal samples, stable isotopes, tortoises","0",,"&lt;none&gt;","0 comments, 0 replies"
"296","Reptiles","Density of Reptile Species","The abundance of a single reptilian species type in a specified unit of area.","turtle, lizard, snake, herptiles, concentration, distribution, number, tortoises, count, surveys, estimates, sampling, population size","0",,"&lt;none&gt;","0 comments, 0 replies"
"288","Reptiles","Condition of Life Stage:  Reptiles","The condition (or well-being) of a reptile species at a particular life stage; may be based upon an index of multiple metrics, from size, length, stress, disease, parasites, toxins, or other variables.","turtle, lizard, snake, herptiles, health, nutrition, mass, weight, tortoises, eggs, larvae, juveniles, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"281","Reptiles","Composition: Reptile Assemblage","Reptilian species density or diversity.","turtle, lizard, snake, herptiles, type, amount, total, biodiversity, richness, count, number, occurrence, hybrid, subspecies, communities, identification, tortoises, eggs, larvae, juveniles, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"256","Reptiles","Age:  Reptiles","The length of time that a reptilian species in a particular life stage has existed or the total duration of life, usually represented in years.","absolute, turtles, lizards, snakes, herptiles, tortoises, mark-recapture, skeletochronology, bone layers, eggs, larvae, juveniles, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"128","Reptiles","Abundance of Reptiles","The number (count) of reptile species or species within a particular life stage that are present within a specified area. ","turtle, lizard, snake, population size, herptiles, distribution, estimate, surveys, sampling, visual, netting, fencing, trapping, trawling, tagging, tortoises, eggs, larvae, juveniles, adults","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"129","Sediment/Substrate/Soils","Accretion Rates/ Aggradation","Sedimentation rates from measurements of sediment accrual (mm/yr).","aggradation, accrual, rate, fines, silts, geomorphology, erosion, transport, floodplains, deposition, suspended, bed, load","261",,"&lt;none&gt;","0 comments, 0 replies"
"130","Sediment/Substrate/Soils","Bank Stability","Index of firmness or resistance to disintegration of a streambank based on the percentage of the bank showing active erosion (alteration) and the presence of protective vegetation, woody material, or rock. ","Stream, stability, slope, cut, undercutting, angle, channel, riprap, rivers, floodplain, revegetation, vegetation","45",,"&lt;none&gt;","0 comments, 0 replies"
"131","Sediment/Substrate/Soils","Bed Scour/Erosion Rate","The rate at which geomorphological processes wear away sediment/ land surfaces (mm/yr).","stream, bedrock, degradation, lowering, channels, rivers, load, shear","177",,"&lt;none&gt;","0 comments, 0 replies"
"132","Sediment/Substrate/Soils","Composition: Substrate/Soil-Dominant Size","Captures substrate (soil, sediment, or streambed) particle size.","grain, rock, pebble, gravel, sand, pebble count, wolman, grid, silt, coarse, fines, cobble, boulder, bedrock, colluvial, alluvial, organics, embeddedness, deposition","180",,"&lt;none&gt;","0 comments, 0 replies"
"133","Sediment/Substrate/Soils","Composition: Substrate/Soil-Dominant Type","Captures substrate (soil, sediment, or streambed) particle, or formation type.","rock, pebble, gravel, sand, cover, pebble count, wolman, grid, silt, coarse, fines, cobble, boulder, bedrock, colluvial, alluvial, organics, embeddedness, deposition","43",,"&lt;none&gt;","0 comments, 0 replies"
"134","Sediment/Substrate/Soils","Depth-Fines","The amount of fine sediment (<0.85 mm) within the streambed, estimated at a depth of 15-30 cm (6-12 inches) within spawning gravels.","silt,  embeddedness, redds, deposition, transport","20",,"&lt;none&gt;","0 comments, 0 replies"
"135","Sediment/Substrate/Soils","Embeddedness","Measure of the degree to which fine sediments surround or bury larger particles.","Sedimentation, silts, gravels, spawning, deposition, transport, wolman, pebble count, grid","60",,"&lt;none&gt;","0 comments, 0 replies"
"136","Sediment/Substrate/Soils","Redox Potential","Reduction potential (also known as redox potential, oxidation / reduction potential or ORP) is a measure of the tendency of a chemical species to acquire electrons and thereby be reduced. Reduction potential is measured in volts (V), millivolts (mV), or Eh (1 Eh = 1 mV).","organic, accumulation","3",,"&lt;none&gt;","0 comments, 0 replies"
"137","Sediment/Substrate/Soils","Sediment Quality Index","Comparison with sediment quality standards.","indice, sedimentation, silts, fines, suspended solids, turbidity, EPA, TMDL, point, nonpoint","1",,"&lt;none&gt;","0 comments, 0 replies"
"138","Sediment/Substrate/Soils","Temperature: Sediment or Soil","A measure that expresses the temporal and spatial dynamics of the thermal energy content of the sediment/substrate.","soil, temperature, temp, thermometer, thermistor","0",,"&lt;none&gt;","0 comments, 0 replies"
"139","Sediment/Substrate/Soils","Transport: Solids","Movement of solid particles (sediment) due to the movement of the fluid in which they are entrained.","Erosion, Suspended, bedload, load, deposition, discharge","10",,"&lt;none&gt;","0 comments, 0 replies"
"223","Sediment/Substrate/Soils","Organic Content","The concentration of  organic material in a sample.","suspended, nutrients, nitrogen, carbon, oxygen, hydrogen, productivity, decomposition","0",,"&lt;none&gt;","0 comments, 0 replies"
"225","Sediment/Substrate/Soils","Distribution of Sediment","Distribution of sediment sources or types across the landscape.","transport, fines, silts, shear, load, aeolian, fluvial, coastal, glacial, hillslope","43",,"&lt;none&gt;","0 comments, 0 replies"
"226","Sediment/Substrate/Soils","Soil Moisture","Moisture contained in the soil above the water table, including water vapor which is present in the soil pores. In some cases, this term refers strictly to the humidity contained in the root zone of plants.","gravimetric, hand feel, porosity, reflectrometry, moisture blocks, neutron attenuation","8",,"&lt;none&gt;","0 comments, 0 replies"
"227","Sediment/Substrate/Soils","Total Organic Carbon (TOC)","The amount of carbon bound in an organic compound.  TOC is often used as a non-specific indicator of water quality.","nutrients, decomposition, microbes","11",,"&lt;none&gt;","0 comments, 0 replies"
"228","Sediment/Substrate/Soils","Type of Substrate","The type of substrate (nonliving material or base on which organisms live or grow).","pebble count, wolman, grid, silt, coarse, fines, cobble, boulder, bedrock, colluvial, alluvial, organics","21",,"&lt;none&gt;","0 comments, 0 replies"
"120","Time","Time: Actual","The actual time of an observed event or experiment.","hours, minutes, seconds, Greenwich Mean Time, GMT, Coordinated Universal Time, UTC","31",,"&lt;none&gt;","0 comments, 0 replies"
"121","Time","Time: Duration","The period of time during which something continues. The years, days, hours, minutes, or seconds recorded.","months, timeframe","29",,"&lt;none&gt;","0 comments, 0 replies"
"116","Time","Date","The date captured.","time, day, month, year","75",,"&lt;none&gt;","0 comments, 0 replies"
"117","Time","Frequency","The number of occurrences within a given time period, or the ratio of the number of observations in a given time period.","periodicity, interval","6",,"&lt;none&gt;","0 comments, 0 replies"
"149","Vegetation/Plants","Composition: Vegetative Species Assemblage","Type and amount of vegetative species present within a specified area (e.g., density, diversity, canopy cover, size classes, etc.).","aquatic, nuisance, species, ANS, noxious, weeds, alien, invasive, non-indigenous, richness, bank, cover, riparian, zone, plant, vegetation, biodiversity, richness, communities, identification, sampling, quadrat, transects, count, number","98",,"&lt;none&gt;","0 comments, 0 replies"
"150","Vegetation/Plants","Size of Vegetative Species","The width of stem, trunk, or crown of plant species.","radius, girth, caliper, thickness, diameter, breast, height, DBH, callipers, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants, vegetation","9","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"152","Vegetation/Plants","Maturation Level of Vegetation","The level of maturation attained by an observed vegetative species.","plants, age, stage, successional, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","8",,"&lt;none&gt;","0 comments, 0 replies"
"153","Vegetation/Plants","Primary Production Index","A measure of the rate of organic matter production from photosynthesis.","growth, productivity, metrics, indicators","8",,"&lt;none&gt;","0 comments, 0 replies"
"230","Vegetation/Plants","Abundance of Vegetative Species","The number (count) of plant species or species within a particular life stage that are present within a specified area.","estimates, surveys, population size, sampling, transects, cover, vegetation, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","33",,"&lt;none&gt;","0 comments, 0 replies"
"231","Vegetation/Plants","Basal Area","The area of a given section of land that is occupied by the cross-section of tree trunks and stems at their base.","cover, sampling, transects, quadrat, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants, vegetation","6",,"&lt;none&gt;","0 comments, 0 replies"
"232","Vegetation/Plants","Density of Vegetation","The number (count) of a single vegetative species type in a specified unit of area.","count, surveys, transects, quadrat, sampling, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","25",,"&lt;none&gt;","0 comments, 0 replies"
"233","Vegetation/Plants","Distribution of Plant Species","Spatial arrangement of a species or life stage within a population’s range by habitat. Distribution also captures the geographic range of individuals within a specified area, e.g., watershed or basin.","frequency, cover, clumped, random, even, GIS, vegetation, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","4",,"&lt;none&gt;","0 comments, 0 replies"
"234","Vegetation/Plants","Growth:  Vegetation","The change in size of plant species over a period of time.","height, weight, mass, biomass, dendometric measurement, DBH, diameter, callipers, Biltmore stick, measurement, measuring tape, leaf size, biometrics, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","9",,"&lt;none&gt;","0 comments, 0 replies"
"235","Vegetation/Plants","Condition of Life Stage: Vegetation/Plants","The condition (or well-being) of vegetative species at a particular life stage; may be based upon an index of multiple metrics, from size, length, stress, disease, parasites, toxins, or other variables.
","vigor, weight, mass, health, indicators, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants, photosynthesis, photosynthetic activity","5","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"236","Vegetation/Plants","Dominant Vegetation","The dominant plant species observed.","cover, transects, sampling, survey, quadrat, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","17",,"&lt;none&gt;","0 comments, 0 replies"
"237","Vegetation/Plants","Presence/Absence: Plants","Documentation of the presence or absence of plant species in an area of observation.","noxious, invasive, weeds, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants, nonnative, non-native, non-indigenous, exotic, introduced","20",,"&lt;none&gt;","0 comments, 0 replies"
"238","Vegetation/Plants","Recruitment","The measurement of the act of plant species' ability to replenish, renew, or reinhabit an area.","vegetation, establishment, spread, seeding, predation, seed predation, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","2",,"&lt;none&gt;","0 comments, 0 replies"
"239","Vegetation/Plants","Survival:  Vegetative Species","The number of vegetative species that remain alive to a specified time at a specified geographic range or location.","count, survivorship, recruits, population viability analysis, PVA, mortality, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants, vegetation","16",,"&lt;none&gt;","0 comments, 0 replies"
"245","Vegetation/Plants","Weight:  Plants","Measure of benthic algal or plant biomass in streams and lakes, using either pigment analyses (e.g., chlorophyll a) or total organic matter standing stock.  A measure of production and food availability in stream food webs.  Also can be used as a water-quality indicator. ","vegetation, periphyton, biological indicators, indicators, productivity, ash-free dry mass (AFDM), particulate organic carbon, POC, CHL a, estimates, ecosystem status, standing crop, rangeland condition, residual biomass, phytomass, sampling, quadrat, vegetation, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants, algae","19","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"263","Vegetation/Plants","Age Structure:  Vegetation","Age composition of the plant species used to represent a proportion for a specific life stage. ","aquatic, nuisance, noxious, weeds, alien, invasive, non-indigenous, richness, bank, cover, riparian, zone, absolute, cohort, generation, years, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","1",,"&lt;none&gt;","0 comments, 0 replies"
"261","Vegetation/Plants","Predation Rate: Plants","The amount of predation on a vegetative species as a whole or on a particular life stage.","herbivores, herbivory, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","5","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"342","Vegetation/Plants","Genetics:  Vegetation Diversity, Fitness, or Variation","Genetic characterization (via DNA microsatellites) describes lineage and within- and between-population genetic variability.","genotyping, GSI, alleles, PCR, loci, sequencing, intraspecific, interspecific, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","0",,"&lt;none&gt;","0 comments, 0 replies"
"503","Vegetation/Plants","Survival Rate: Plants","A measure of the number of living individuals in a population, per unit time.","count, survivorship, recruits, population viability analysis, PVA, mortality, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants, vegetation","14",,"&lt;none&gt;","0 comments, 0 replies"
"473","Vegetation/Plants","Mortality: Plants","A measure of the number of vegetative individuals in a population that die at a specific life stage.","demography, deaths, vegetation, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","2","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"480","Vegetation/Plants","Mortality Rate: Plants","A measure of the number of dead individuals in a population per unit of time.","demography, deaths, vegetation, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","2","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"450","Vegetation/Plants","Tissue Sample:  Plants","The collection of a tissue or cells from vegetative species for analysis.","genetics, DNA, molecular, nutrient status, nutrient analysis, sampling, preservation","0",,"&lt;none&gt;","0 comments, 0 replies"
"433","Vegetation/Plants","Timing of Life Stage: Plants","The time period a vegetative species life stage is present.","vegetation, days, months, years, demography, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","1",,"&lt;none&gt;","0 comments, 0 replies"
"447","Vegetation/Plants","Disease/Parasite Concentration: Plants","The percentage of a vegetative species or particular life stage infected by a parasite, disease, or virus.","pathogen, infection, rate, virulence, viral, bacterial, fungal, number, count, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","0","Species Life Stage","&lt;none&gt;","0 comments, 0 replies"
"348","Vegetation/Plants","Height of Vegetation/Plant Species","The length or height of a plant species.","ruler, measuring tape, stem height, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","18",,"&lt;none&gt;","0 comments, 0 replies"
"353","Vegetation/Plants","Index of Biotic Integrity:  Vegetation","The Index of Biotic Integrity (IBI) for vegetative species evaluates observed attributes to a relative standard.","multi-metric, multimetric, metrics, reference condition, biological indicators, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","0",,"&lt;none&gt;","0 comments, 0 replies"
"367","Vegetation/Plants","Abundance of Invasive Plant Species","The number (count) of individual plants by species within a particular life stage that are present within a specified area that are not native or have expanded their presence beyond normal conditions within a specified area.","vegetation, exotic, nuisance, noxious, weeds, alien, non-indigenous, non-native, nonnative, introduced, estimates, population size, sampling, surveys, transects, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","9","Species Life Stage","Dan Salzer 02/20/2012","1 comments, 0 replies"
"368","Vegetation/Plants","Vegetation/Plants:  Area","The area of a given section of land that is occupied by plant species of interest.","transects, estimates, quadrat, sampling, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","12","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"422","Vegetation/Plants","Species Type: Vegetation","The type of individual plant species observed, where species may range from species to a specific race.","subspecies, hybrids, varieties, plants, trees, shrubs, grasses, mosses, ferns, conifers, flowering plants","0",,"&lt;none&gt;","0 comments, 0 replies"
"350","Water Quality","Water Quality Index","Composite index of various water quality metrics or indicators.","watershed, surface water, groundwater, EPA, trends, pollution, temporal","22",,"&lt;none&gt;","0 comments, 0 replies"
"277","Water Quality","Ocean Conditions Index","Composite index of various biological, physical and chemical condition metrics or indicators. ","oceanography, climate, ENSO, PDO, oscillation, currents, tides, upwelling, downwelling, winds, productivity, temperature","2",,"&lt;none&gt;","0 comments, 0 replies"
"247","Water Quality","Nutrient Limitation","The evaluation of nutrient concentrations (elemental or molecular) that determines if nutrients limit production or growth.","limiting factor, primary, secondary, phosphorus, nitrogen, carbon, phosphate, nitrate, nitrite, colorimeter, Hach kit","11","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
"241","Water Quality","Chlorophyll Concentration","The concentration of chlorophyll in water.","productivity, phytoplankton, photosynthesis, trophic status, eutrophication","22",,"&lt;none&gt;","0 comments, 0 replies"
"242","Water Quality","Alkalinity","Alkalinity or AT is a measure of the ability of a solution to neutralize acids to the equivalence point of carbonate or bicarbonate. Alkalinity is a measure of the capacity of water to neutralize acids and is also known as the buffering capacity.","pH, hardness","25","Habitat Type","&lt;none&gt;","0 comments, 0 replies"
