"Site Name","Event Name","Lat","Long","Date","State","County","Category","Protocol","Protocol Url","Study Plan","Study Plan Url","Program","Program Url","Organization","Organization Url","URL","Data Provider"
"WAM06600-005232","","48.874767","-122.062089","2017-03-15T13:53:04","Washington","Whatcom County","","2012 Status and Trends Stormwater Monitoring and Assessment Strategy for Small Streams","","","","(EAP) Environmental Assessment Program","http://www.ecy.wa.gov/programs/eap/index.html","WA ECY","https://www.monitoringresources.org/Resources/Organization/Detail/63","http://www.ecy.wa.gov/programs/eap/fw_riv/rv_main.html","MonitoringResources.org"
"Settle Lake outlet","","44.426894","-121.72594","2018-01-31T06:09:55","Oregon","Jefferson County","Fish","CTWS RM&E - Determine fate of O. nerka in lower Lake Creek by snorkel observation and sampling using fyke nets and electrofishing","","CTWS RM&E - Determine the fate of O. nerka outmigrants in lower Lake Creek, Metolius Subbasin","","Confederated Tribes of the Warm Springs RO RM&E","https://warmsprings-nsn.gov/program/fisheries-department/","Warm Springs Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/8","http://gisctws.maps.arcgis.com/home/index.html","MonitoringResources.org"
"TET00001-George_Impact","Asotin Hitch 1 - Mark","46.29483","-117.12903","2013-06-21T09:00:00","Washington","Asotin County","Classification of Ecological or Geological Attribute, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"Stky-P5-Ex2","ODFW Starkey Sites","45.28318","-118.60066","2017-07-17T14:22:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat ODFW","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"Stky-P5-Ex1","ODFW Starkey Sites","45.2829","-118.59865","2017-07-17T12:57:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat ODFW","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"Stky-P3-Ex1","ODFW Starkey Sites","45.26908","-118.54206","2017-07-12T08:28:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat ODFW","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"ENT201301-Tyee Side","Hitch #6 (CH): Sept 4 to Sept 11 (Entiat)","47.8706","-120.42573","2013-09-14T08:09:00","Washington","Chelan County","Classification of Ecological or Geological Attribute, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v2.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"YFI00001-002159","SBT Snorkeling","44.34325","-114.7236","2014-07-10T12:06:00","Idaho","Custer County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-000777","SBT Snorkeling","44.35806","-114.72829","2014-08-12T12:50:00","Idaho","Custer County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-000133","YF 2014 sites","44.33472","-114.72303","2014-07-13T11:45:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"JDW00001-Burrow Pit 3","Bridge IMW 2014","44.71268","-120.29816","2014-11-22T15:31:00","Oregon","Wheeler County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"JDW00001-Nelson Creek 1","ELR Bridge Hitch_12","44.57634","-120.17597","2015-11-04T07:08:00","Oregon","Wheeler County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"JDW00001-Mazama A","Bridge IMW 2014","44.63363","-120.22271","2014-11-09T07:35:00","Oregon","Wheeler County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"JDW00001-Burrow Pit B","Bridge IMW 2014","44.71447","-120.29935","2014-11-23T13:40:00","Oregon","Wheeler County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"JDW00001-Mazama 4","ELR Bridge Hitch_12","44.63748","-120.23113","2015-11-07T12:45:00","Oregon","Wheeler County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"JDW00001-Boundary Smith 1","Bridge Creek RTK","44.68564","-120.28104","2016-10-27T14:20:00","Oregon","Wheeler County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"Stky-P2-Cntrl","Starkey Exclosures","45.26803","-118.52577","2014-07-21T09:13:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat ODFW","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"Stky-P2-Ex2","ODFW Starkey Sites","45.26877","-118.52765","2017-07-10T11:56:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat ODFW","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"Stky-P2-Ex1","ODFW Starkey Sites","45.26594","-118.5228","2017-07-10T09:17:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat ODFW","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"YFI00001-000777","YF 2014 sites","44.35806","-114.72829","2014-07-13T17:04:00","Idaho","Custer County","Classification of Ecological or Geological Attribute, Climate/Weather, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects Plus CHaMP 2014 Methods","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"Stky-P3-Ex3","Starkey Exclosures","45.26664","-118.54502","2014-07-29T09:30:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat ODFW","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"JDW00001-Boundary Smith C","Bridge Creek IMW","44.68716","-120.28118","2013-10-31T13:44:00","Oregon","Wheeler County","Classification of Ecological or Geological Attribute, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v2.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"YFI00001-001709","YF 2014 sites","44.35171","-114.72803","2014-08-21T14:04:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
