metric_title,protocol_title,method_title_list
"""Abundance of Fish""","""Asotin Creek Juvenile Salmonid Sampling and Analysis (2002-053-00)""","[""Calculating the smolt to adult return rate (SAR) v1.0"", ""Rotary Screw Trap-Fish Count By Species Group v1.0"", ""Calculating Relative Contribution v1.0"", ""Obtaining scales from juvenile steelhead and Chinook salmon v1.0"", ""Rotary Screw Trap-Efficiency Trial v1.0"", ""Smolt Abundance v1.0"", ""Emigration Trapping (using rotary screw traps) v1.0"", ""PIT tag marking procedures v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0"", ""Juvenile Emigration Timing v1.0"", ""Age at emigration v1.0""]"
"""Abundance of Fish""","""Monitoring adult summer steelhead returns at Lookingglass weir""","[""Adult Run Timing v1.0"", ""Adult Sex Ratio v1.0"", ""Picket Weir Methods v1.0"", ""Adult Trap Fish Processing v1.0"", ""Adults v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Calculating Relative Contribution v1.0"", ""Obtaining scale samples from adult steelhead and salmon v1.0""]"
"""Abundance of Fish""","""Understanding the status of Snake River basin fall Chinook salmon relative to recovery criteria""","[""UAS Searches for Fall Chinook Carcasses v1.0"", ""UAS Survey of Fall Chinook Salmon Spawning Sites v1.0"", ""Counting Salmon Redds in Shallow Water of Large Rivers v1.0"", ""UAS Tower Application v1.0"", ""Model Selection using Akaike Information Criterion (AIC). v1.0"", ""UAS Fall Chinook Salmon Redd Counts v1.0"", ""Deepwater Redd Surveys v1.0"", ""Deepwater Redd Survey Boat Set-up v1.0"", ""Deepwater Redd Counts v1.0"", ""UAS operation v1.0""]"
"""Abundance of Fish""","""YRWP Adult steelhead abundance (1996-035-01)""","[""Redd Count Survey v1.0"", ""Fish per redd v1.0"", ""Redd Density v1.0"", ""Estimating Adult Spawner Abundance v1.0""]"
"""Abundance of Fish""","""Smolt Monitoring (1990-005-01)""","[""Rotary Screw Trap-Fish Count By Species Group v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""Estimating Juvenile Salmonid Abundance for a Partial Capture Trap Using Mark-recapture v1.0"", ""Rotary Screw Trap Operation and Maintenance v1.0"", ""Trap Efficiency Testing v1.0"", ""PIT tag marking procedures v2.0"", ""Juvenile Emigration Timing v1.0"", ""Rotary Screw Trap Fish Removal and Processing v1.0""]"
"""Abundance of Fish""","""Nez Perce Tribe Juvenile Rotary Screw Trap Data Collection""","[""Rotary Screw Trap Fish Removal and Processing v1.0"", ""Rotary Screw Trap Operation and Maintenance v1.0"", ""Marking, Tagging and Sampling Target Species v1.0"", ""Gear Disinfection Procedures v1.0"", ""Anesthetizing and Recovering Target Salmonid Species v1.0"", ""Rotary Screw Trap Sub-Sampling (Estimating Expected Catch) v1.0""]"
"""Abundance of Fish""","""Monitoring and Evaluation of Stocked Trout Populations on the Colville Reservation""","[""Water Quality v1.0"", ""Gill Netting v1.0"", ""Boat Electrofishing v1.0"", ""Hydroacoustics - Lakes and Reservoirs - Survey Design v1.0"", ""Fish wet weight v1.0"", ""Hydroacoustics Analysis v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Length Frequency Distribution of Catch v1.0""]"
"""Abundance of Fish""","""Fifteenmile Creek Steelhead Spawning Surveys (2010-035-00)""","[""Carcass Count: Scale Sampling v1.0"", ""Carcass Count: Tags and markers v1.0"", ""Redd Count Expansion to Watershed Level Estimate v1.0"", ""Detection and Recovery of Coded Wire Tags (CWTs) in Adult Salmonids v1.0"", ""Determining Sex of Adult Steelhead v1.0"", ""Redd Count Survey v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Obtaining scale samples from adult steelhead and salmon v1.0"", ""Carcass Count: Survey v1.0"", ""Scale Processing for Age v1.0"", ""Fish per redd v1.0""]"
"""Abundance of Fish""","""Nez Perce Tribe Passive Weir Data Collection""","[""DIDSON CSOT Processing and File Reading v1.0"", ""Gear Disinfection Procedures v1.0"", ""DIDSON Operation and Troubleshooting v1.0""]"
"""Abundance of Fish""","""Juvenile Spring Chinook Feeding Observations and Territorial Responce""","[""Discharge-Field Measurements v1.0"", ""Spring Chinook Feeding Observations v1.0"", ""Water Temperature Field Accuracy Checks and Site Visits v1.0""]"
"""Abundance of Fish""","""Juvenile Salmonid Enumeration at Fish Screening and Bypass Facilities""","[""PIT tag marking procedures v2.0"", ""Scale Ageing v1.0"", ""Identifying Fin Marks On Salmonids v1.0"", ""Downloading PIT tag observation data from PTAGIS v1.0"", ""Rotary Screw Trap-Efficiency Trial v1.0"", ""File conversion, travel-time and survival estimation with the software program PitPro v1.0"", ""Qualitative smolt index for salmonids v1.0"", ""PIT-tagging Juvenile Salmonids Collected at a Juvenile Fish Screening and Bypass Facility v1.0"", ""Assessment of Fish Condition v1.0"", ""Fulton's Fish Condition Factor v1.0"", ""Fish wet weight v1.0"", ""Calculating a Mean, Variance and Standard Deviation v1.0"", ""Estimating Juvenile Salmonid Abundance for a Partial Capture Trap Using Mark-recapture v1.0"", ""Juvenile Emigration Timing v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Scale Collection at Juvenile Salmonid Traps for Aging Analysis v1.0"", ""Counting and Collecting Juvenile Salmonids at a Juvenile Fish Screening and Bypass Facility v1.0"", ""Juvenile Salmonid Collection Estimates at a Juvenile Fish Screening and Bypass Facility v1.0""]"
"""Abundance of Fish""","""Summer steelhead redd surveys for biomonitoring""","[""Foot-based Live Fish Survey v1.0"", ""Expanded steelhead at each site v1.0"", ""Sample (Site) Weight v1.0"", ""Estimating Adult Spawner Abundance v1.0"", ""Statistical Testing for Changes in Adult Abundance v1.0"", ""Total Spawner Abundance (TSA) - Using GRTS Surveys v1.0"", ""Redd Density v1.0"", ""Fish per redd v1.0"", ""Redd Count Survey v1.0""]"
"""Abundance of Fish""","""IDFG Weir and Hatchery Trap Sampling for Wild Adult Spring/Summer Chinook Salmon and Steelhead""","[""Parentage assignments using SNPPIT software v1.0"", ""Picket Weir Methods v1.0"", ""O. mykiss and O. tshawytscha SNP marker sets for PBT and GSI use in the Columbia River basin v1.0"", ""Determining adult anadromous salmonid gender. v1.0"", ""Estimating genetic tagging rates for PBT applications v1.0"", ""Estimation of age composition at upstream locations using PIT tags v1.0"", ""Scale Processing for Age v1.0"", ""Adult Run Timing v1.0"", ""Assigning individual samples using Individual Assignment (IA) genetic methods v1.0"", ""Length Frequency Distribution of Catch v1.0"", ""Tissue sampling for Parentage Based Tagging v1.0"", ""Fin tissue sampling for genetic analysis v1.0"", ""Adult abundance of iteroparous and migratory salmonid populations from weir data v1.0"", ""Adult Weir Trap Fish Processing v1.0"", ""Adult Sampling: Fish Origin Identification v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Adult Weir Operation v1.0"", ""Parentage Analysis using Cervus v1.0"", ""Weirs v1.0"", ""Collecting Scales From Adult Salmonids v1.0""]"
"""Abundance of Fish""","""Abundance and distribution of hatchery and natural origin precociously mature spring Chinook salmon on and away from the spawning grounds""","[""Spring Chinook Precocial Male Abundance and Distribution Survey v1.0"", ""Redd Count Survey v1.0"", ""Identifying Fin Marks On Salmonids v1.0"", ""Electrofishing - Drift Boat - Mark v1.0"", ""Electrofishing - Drift Boat - Recapture v1.0"", ""Basic Snorkel Survey Procedures v1.0""]"
"""Abundance of Fish""","""Dworshak Reservoir Kokanee Population Assessment""","[""Calculation of Mature Female Kokanee and Potential Egg Deposition v1.0"", ""Kokanee Biomass, Production, and Mortality by Weight v1.0"", ""Determining adult anadromous salmonid gender. v1.0"", ""Hydroacoustics Analysis v1.0"", ""Midwater Trawling Analysis v1.0"", ""Kokanee Age-Class Analysis v1.0"", ""Scale Ageing v1.0"", ""Kokanee Processing v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Fish wet weight v1.0"", ""Calculation of Wild Kokanee Egg-to-Fry survival v1.0"", ""Kokanee Age-specific Survival v1.0"", ""Length back-calculation from scale measurements v1.0"", ""Mid-water trawl survey for assessing pelagic fish populations v1.0"", ""Scale sampling adult steelhead and salmon v1.0"", ""Hydroacoustic survey to assess pelagic fish populations v1.0""]"
"""Abundance of Fish""","""Hood River non-tribal harvest monitoring""","[""Creel Survey Data Analysis v1.0"", ""Obtaining scale samples from adult steelhead and salmon v1.0"", ""Percent Hatchery Origin Spawners (pHOS) v1.0"", ""Hood River Creel Survey Data Collection v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Weirs v1.0"", ""Adult salmonid escapement estimation v1.0""]"
"""Abundance of Fish""","""BPA - EPT Monitoring Effectiveness of Complete Fish Passage Barriers Projects""","[""AEM Site Layout v2.0"", ""Longitudinal Profile Mean Square Error v1.0"", ""Modified Thalweg Profile for Barrier Removal Projects v1.0"", ""Total number of pools v1.0"", ""Ocular Channel Unit Substrate Composition v1.0"", ""Proportion of reach in residual pools v1.0"", ""Calculating Juvenile Salmonid Density from Electrofishing v1.0"", ""Calculation of variation in thalweg profile and channel width v1.0"", ""Frequency of Pools in the Form of Number of Channel Widths per Pool v1.0"", ""Residual pool depth & maximum v1.0"", ""Tests of Significance: T-Test v1.0"", ""Estimating Instream Juvenile Salmonid Abundance Using Electrofishing v2.0"", ""Tissue sampling for Parentage Based Tagging v1.0""]"
"""Abundance of Fish""","""Salmon River Basin Nutrient Enhancement (2008-904-00)""","[""RBT - Site Sinuosity Calculation v1.0"", ""Large Wood Frequency v1.0"", ""Basic Snorkel Survey Procedures v1.0"", ""Growth Rate for Individual Fish v1.0"", ""Physical Habitat: Canopy Cover Measurements v1.0"", ""Bankfull Width (including side channels) v2.0"", ""Standard Operating Procedures and Minimum Requirements for the Collection of Freshwater Benthic Macroinvertebrate data in Wadeable Streams and Rivers v1.0"", ""Estimating Leaf Litter Decomposition v1.0"", ""Staff Gauge Installation v1.0"", ""Tissue collection for stable isotope analysis v1.0"", ""Electrofishing - Backpack - Mark v1.0"", ""Stable isotope sample processing v1.0"", ""Calculate Total Stream Discharge v1.0"", ""Vertical Stage Measurement v1.0"", ""Evaluating Stream Biofilm Communities Using an Autotrophic Index. v1.0"", ""CPOM Retention v1.0"", ""Using an artificial nutrient diffusing substrate in streams to assess nutrient limitation v1.0"", ""Electrofishing - Backpack - Recapture v1.0"", ""Standard Operating Procedure for Manually Obtaining Surface Water Samples v1.0"", ""Macroinvertebrate sampling using electroshocking techniques v1.0"", ""Mark-Recapture Estimates from Snorkeling Data v1.0"", ""Physical Habitat: Substrate - Pebble Counts v2.0"", ""Rapid Assessment Water Surface Gradient v1.0"", ""Macroinvertebrate Drift v2.0"", ""Water Temperature Probe Installation v2.0"", ""Water Quality & PAR Data Collection for Single Station Open Channel Stream Metabolism Estimates v1.0""]"
"""Abundance of Fish""","""IDFG Lower Granite Dam Adult Monitoring for wild spring/summer Chinook Salmon and steelhead""","[""Estimating Rear Type, Sex, and Age of Chinook Salmon and Steelhead at Lower Granite Dam v1.0"", ""Obtaining scale samples from adult steelhead and salmon v1.0"", ""Scale Processing for Age v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Progeny Per Parent Ratio v1.0"", ""Tissue sampling for Parentage Based Tagging v1.0"", ""PIT Tagging Adult Salmonids in Pelvic Girdle v1.0"", ""Estimating Smolt-to-Adult Return (SAR) Rate Using Aggregate Cohort Abundances of Smolts and Adults v1.0"", ""Measuring Fish Length: Fork length v2.0""]"
"""Abundance of Fish""","""BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement and Bank Stabilization Projects""","[""Hydraulic modeling for analysis of floodplain habitat v1.0"", ""Estimating Benthic Macroinvertebrate Biomass using Length-Mass Relationships v1.0"", ""Ratio of Floodplain Area to Channel Area v1.0"", ""RBT - Site Sinuosity Calculation v1.0"", ""Substrate Composition Calculations (Boulder, Cobbles, Gravel, Sand and Fines) v1.0"", ""Percent Constrained v1.0"", ""Benthic Macroinvertebrates – Multi-habitat Method v1.0"", ""RBT - Channel Unit Calculation v1.0"", ""Calculation of River Complexity Index (Brown 2002) v1.0"", ""Ocular Channel Unit Substrate Composition v1.0"", ""Large Wood Frequency v1.0"", ""Riparian Structure v2.0"", ""Calculation of variation in thalweg profile and channel width v1.0"", ""Site Layout v2.0"", ""RBT - Wetted Width Profile Calculation v1.0"", ""Stream Discharge v1.0"", ""Benthic Macroinvertebrate PREDictive Assessment Tool For Oregon v1.0"", ""Benthic Macroinvertebrates v1.0"", ""Calculating Juvenile Salmonid Density from Snorkeling v1.0"", ""Pool/Riffle Ratio v1.0"", ""Calculating Juvenile Salmonid Density from Electrofishing v1.0"", ""Measuring Active Streambank Erosion v3.0"", ""Area of Inundation of Off-Channel Habitat Predicted at Various Flows v1.0"", ""Bankfull Width Calculation v1.0"", ""Large Wood Volume Calculation v1.0"", ""Fish Density by Channel Unit and Species v1.0"", ""Fish Cover Elements v2.0"", ""Analysis Methods for Benthic Macroinvertebrate Data v1.0"", ""RBT - Bankfull Width To Depth Ratio Profile Calculation v1.0"", ""Channel Unit Classification v3.0"", ""Proportion of Edge Water Habitat at Various Flows v1.0"", ""Site Photos v2.0"", ""Fish Counts by Channel Unit Type and by Life Stage, By Species v1.0"", ""Measuring channel constraints v1.0"", ""Analysis Methods for Benthic Macroinvertebrate Data- Taxa richness metrics v1.0"", ""Estimating Instream Juvenile Salmonid Abundance Using Electrofishing v1.0"", ""Constraining Feature Type v1.0"", ""Benthic Macroinvertebrate Production by Habitat Type v1.0"", ""D16, D50, and D84 Particle Size in Riffles Calculation v2.0"", ""Summary statistics for Floodplain Enhancement Projects v1.0"", ""Channel Segment Number v3.0"", ""Log10 Volume of LWD v1.0"", ""Pool Tail Fines Grid v2.0"", ""Large Woody Debris Counts v1.0"", ""Site Discharge Calculation v1.0"", ""Topographic Point Collection v3.0"", ""Benthic Macroinvertebrates - Hilsenhoff Biotic Index v1.0"", ""Estimating Instream Juvenile Salmonid Abundance Using Snorkeling v1.0"", ""Calculation of Braid/Channel Ratio v1.0"", ""Calculating Macroinvertebrate Index of Biological Integrity (IBI) v1.0"", ""Channel Migration Rate v1.0"", ""Fastwater Cobble Embeddedness Calculations v1.0"", ""Particle Size Distribution and Particle Embeddedness v3.0"", ""Ratio Inundated Floodplain Area to Channel Length v1.0"", ""Valley Width v1.0"", ""Measuring Individual Large Woody Pieces v1.0""]"
"""Abundance of Fish""","""Using a rotary screw trap to generate demographic data for a salmonid population""","[""Adult Run Timing v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Anesthetizing fish using MS-222 v1.0"", ""Rotary Screw Trap Mark-Recapture Salmonid Outmigration Abundance Estimate v1.0"", ""PIT tag marking procedures v1.0"", ""Adipose Fin Clip v1.0"", ""Rotary Screw Trap-Efficiency Trial v1.0"", ""Fish wet weight v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0""]"
"""Abundance of Fish""","""IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins.""","[""Marking, Tagging and Sampling Target Species v1.0"", ""Recruits per Spawner (RperS) Calculation v1.0"", ""Marking Juvenile Salmonids with Bismark Brown \""Y\"" v1.0"", ""Obtaining scales from juvenile steelhead and Chinook salmon v1.0"", ""Age at emigration v1.0"", ""Trap Efficiency Testing v1.0"", ""Juvenile Emigration Timing v1.0"", ""Rotary Screw Trap Mark-Recapture Salmonid Outmigration Abundance Estimate v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0"", ""Scale Processing for Age v1.0"", ""PIT based Juvenile Mortality Estimates v1.0"", ""Emigration Trapping (using rotary screw traps) v1.0"", ""Measuring Fish Length: Fork length v2.0""]"
"""Abundance of Fish""","""ISEMP Cooperator Rotary Screw Trap Operation""","[""Rotary Screw Trap Mark-Recapture Salmonid Outmigration Abundance Estimate v1.0"", ""PIT tag marking procedures v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""Fin tissue sampling for genetic analysis v1.0"", ""Emigration Trapping (using rotary screw traps) v1.0"", ""Genetic sampling and storage using Chromatography filter paper v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0"", ""Fish wet weight v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Obtaining scales from juvenile steelhead and Chinook salmon v1.0"", ""Rotary Screw Trap-Fish Count By Species Group v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Rotary Screw Trap-Efficiency Trial v1.0""]"
